ENVIRONMENT,USERID,STATUS,CHANGEDATE,MEMO,CHANGEBY
BASE,MARCIOMAGALHAES,ACTIVE,2026-04-06-16.26.40.783000,,MAXADMIN
BASE,MARCIOMAGALHAES,INACTIVE,2026-06-03-07.30.02.447000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCIOMOLINARI,ACTIVE,2017-07-17-11.15.14.000000,,MAXADMIN
BASE,MARCIOMOLINARI,INACTIVE,2026-03-25-09.00.05.575000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCIOPACHECO,ACTIVE,2023-04-28-14.16.22.000000,,ITEAM
BASE,MARCIOPACHECO,BLOCKED,2023-07-06-12.45.26.000000,,MAXADMIN
BASE,MARCIOPACHECO,ACTIVE,2023-07-06-12.50.12.000000,,MAXADMIN
BASE,MARCIOPACHECO,BLOCKED,2023-08-07-13.44.55.000000,,MAXADMIN
BASE,MARCIOPACHECO,ACTIVE,2023-08-07-13.46.15.000000,,MAXADMIN
BASE,MARCIOPACHECO,BLOCKED,2023-08-22-23.12.25.000000,,MAXADMIN
BASE,MARCIOPACHECO,ACTIVE,2023-08-22-23.19.07.000000,,MAXADMIN
BASE,MARCIOPACHECO,INACTIVE,2023-10-22-05.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCIUSABREU,ACTIVE,2023-07-28-16.00.12.000000,,MAXADOOG
BASE,MARCIUSABREU,INACTIVE,2023-09-20-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOBARBOSA,ACTIVE,2017-07-11-15.26.37.000000,,MAXADMIN
BASE,MARCOBARBOSA,INACTIVE,2018-09-19-10.02.21.000000,Ticket#018231 - Processo de desligamento,RENANAVNER
BASE,MARCONOGUEIRA,ACTIVE,2025-03-12-11.02.31.000000,,ITEAM
BASE,MARCONOGUEIRA,INACTIVE,2025-05-02-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCONOGUEIRA,ACTIVE,2026-01-30-07.41.02.955000,2026013029000081,HELPDESK
BASE,MARCONOGUEIRA,INACTIVE,2026-03-25-09.00.05.589000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCONOGUEIRA,INACTIVE,2026-03-26-07.30.01.334000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSBERLINSKY,ACTIVE,2019-03-07-10.59.29.000000,,MAXADMIN
BASE,MARCOSBERLINSKY,INACTIVE,2019-04-30-11.06.46.000000,Ticket#079975 — Mudanças e Criação de Usuários no Máximo Base,THIAGOFROES
BASE,MARCOSCORREA,ACTIVE,2017-07-11-15.29.05.000000,,MAXADMIN
BASE,MARCOSCORREA,INACTIVE,2021-07-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSFREITAS,ACTIVE,2018-12-26-09.50.04.000000,,MAXADMIN
BASE,MARCOSFREITAS,INACTIVE,2019-09-10-15.29.37.000000,Integrante nao acessa o sistema.,MAXADOOG
BASE,MARCOSFREITAS,ACTIVE,2019-10-18-09.35.31.000000,,MAXADOOG
BASE,MARCOSFREITAS,BLOCKED,2020-12-02-16.16.33.000000,,MAXADMIN
BASE,MARCOSFREITAS,ACTIVE,2020-12-02-16.26.16.000000,,MAXADMIN
BASE,MARCOSFREITAS,BLOCKED,2020-12-02-16.29.41.000000,,MAXADMIN
BASE,MARCOSFREITAS,ACTIVE,2020-12-02-16.36.38.000000,,MAXADMIN
BASE,MARCOSFREITAS,BLOCKED,2020-12-03-12.20.58.000000,,MAXADMIN
BASE,MARCOSFREITAS,ACTIVE,2020-12-03-12.22.57.000000,,MAXADMIN
BASE,MARCOSFREITAS,INACTIVE,2021-07-10-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSFREITAS,ACTIVE,2021-07-26-10.39.08.000000,0207524 — MAXIMO - Falha de acesso | Usuário: Marcos Freitas,ITEAM
BASE,MARCOSFREITAS,INACTIVE,2021-09-16-13.37.52.000000,Ticket#0213130 — Emissão de Rescisão Contratual -,ITEAM
BASE,MARCOSGOMES,ACTIVE,2016-08-09-10.10.45.000000,,JULINECAETANO
BASE,MARCOSGOMES,INACTIVE,2016-12-16-16.43.35.000000,Jovem aprediz que terminou o programa. Solicitado por Cid,MAXADOOG
BASE,MARCOSGOMES,ACTIVE,2017-01-13-11.21.59.000000,,MAXADOOG
BASE,MARCOSGOMES,INACTIVE,2017-01-13-11.24.14.000000,,MAXADOOG
BASE,MARCOSKLEIN,ACTIVE,2016-08-09-10.12.32.000000,,JULINECAETANO
BASE,MARCOSKLEIN,INACTIVE,2016-12-16-16.44.51.000000,Jovem Aprendiz que terminou o programa. Solicitado pelo Cid.,MAXADOOG
BASE,MARCOSMAUMESSO,ACTIVE,2018-06-06-10.33.55.000000,,MAXADOOG
BASE,MARCOSMAUMESSO,BLOCKED,2018-09-19-11.23.13.000000,,MAXADMIN
BASE,MARCOSMAUMESSO,ACTIVE,2018-09-20-07.29.24.000000,Ticket#018285,MAXADOOG
BASE,MARCOSMAUMESSO,INACTIVE,2020-03-06-11.22.14.000000,,MAXADOOG
BASE,MARCOSMAUMESSO,ACTIVE,2020-06-23-17.30.13.000000,,MAXADOOG
BASE,MARCOSMAUMESSO,INACTIVE,2021-03-01-19.55.54.000000,Usuarios com acesso normalizado na ODN1,MAXADOOG
BASE,MARCOSMAUMESSO,ACTIVE,2021-04-07-16.07.18.000000,Ticket#0193372,ITEAM
BASE,MARCOSMAUMESSO,INACTIVE,2022-01-22-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSMAUMESSO,ACTIVE,2022-03-08-09.36.04.000000,Ticket#0231040,ITEAM
BASE,MARCOSMAUMESSO,INACTIVE,2022-09-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSMAUMESSO,ACTIVE,2022-09-19-18.11.38.000000,Ticket#0257522,HELPDESK
BASE,MARCOSMAUMESSO,INACTIVE,2022-12-08-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSMAUMESSO,ACTIVE,2023-02-06-12.11.32.000000,Ticket#0276244,HELPDESK
BASE,MARCOSMAUMESSO,INACTIVE,2024-04-26-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSMAUMESSO,ACTIVE,2024-05-02-17.09.40.000000,Ticket#0354281 — Resetar senha Maximo Base,HELPDESK
BASE,MARCOSMAUMESSO,INACTIVE,2025-01-24-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSMAUMESSO,ACTIVE,2025-02-19-10.19.40.000000,Ticket#2025021929000263 — Acesso ao MAXIMO BASE,HELPDESK
BASE,MARCOSMAUMESSO,INACTIVE,2025-03-16-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSMAUMESSO,ACTIVE,2025-05-13-13.10.36.000000,,HELPDESK
BASE,MARCOSMAUMESSO,INACTIVE,2025-10-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSMAUMESSO,ACTIVE,2025-12-16-10.44.25.484000,Ticket#2025121629000311,HELPDESK
BASE,MARCOSMAUMESSO,INACTIVE,2026-03-25-09.00.05.606000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSMAUMESSO,INACTIVE,2026-03-26-07.30.01.346000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSMAUMESSO,ACTIVE,2026-07-08-10.40.20.254000,,HELPDESK
BASE,MARCOSNEVES,ACTIVE,2015-09-23-18.00.21.000000,,MAXADMIN
BASE,MARCOSNEVES,INACTIVE,2026-03-25-09.00.05.633000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSSALES,ACTIVE,2025-03-12-11.14.17.000000,,ITEAM
BASE,MARCOSSALES,INACTIVE,2025-05-02-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSSALES,ACTIVE,2025-07-30-16.36.46.000000,Ticket#2025072929003956 — Acesso do mecânico de máquinas Marcos Michel de Souza Sales ao Maximo,ITEAM
BASE,MARCOSSALES,INACTIVE,2026-03-25-09.00.05.644000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSSALES,INACTIVE,2026-05-08-07.30.03.018000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSSAMPAIO,ACTIVE,2016-12-14-08.24.40.000000,,MAXADOOG
BASE,MARCOSSAMPAIO,INACTIVE,2022-09-15-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARCOSTAVARES,ACTIVE,2025-10-02-15.25.07.000000,,ITEAM
BASE,MARCOSTAVARES,INACTIVE,2025-11-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIAFREITAS,ACTIVE,2019-12-16-15.39.25.000000,,THIAGOFROES
BASE,MARIAFREITAS,INACTIVE,2020-01-21-17.58.57.000000,,MAXADOOG
BASE,MARIAFREITAS,ACTIVE,2020-11-19-18.42.43.000000,,MAXADOOG
BASE,MARIAFREITAS,INACTIVE,2021-04-27-13.46.17.000000,TICKET#0195056,ITEAM
BASE,MARIAFREITAS,ACTIVE,2021-07-08-10.07.21.000000,Ticket#0204632,MAXADOOG
BASE,MARIAFREITAS,INACTIVE,2021-08-28-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIAFREITAS,ACTIVE,2021-11-09-12.09.44.000000,Ticket#0218528 — ACESSO AO MAXIMO,ITEAM
BASE,MARIAFREITAS,INACTIVE,2022-01-08-05.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIAFREITAS,ACTIVE,2023-11-17-11.54.05.000000,Ticket#0325816,HELPDESK
BASE,MARIAFREITAS,INACTIVE,2024-01-20-05.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIAFREITAS,ACTIVE,2024-09-05-09.30.45.000000,Ticket#0372416 — ACESSO MAXIMO- ODN I e BASE,ITEAM
BASE,MARIAFREITAS,INACTIVE,2024-09-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIAFREITAS,ACTIVE,2025-02-17-17.59.15.000000,Ticket#2025021729000927 — MAXIMO BASE- MARIA FREITAS,HELPDESK
BASE,MARIAFREITAS,INACTIVE,2026-03-25-09.00.05.655000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIAFRIEDHEIM,ACTIVE,2018-03-15-07.51.56.000000,,JULINECAETANO
BASE,MARIAFRIEDHEIM,INACTIVE,2019-01-25-09.45.36.000000,Inativando usuarios que não acessaram em 2018,MAXADOOG
BASE,MARIAIVONE,ACTIVE,2014-09-18-14.11.09.000000,,MAXADMIN
BASE,MARIAIVONE,INACTIVE,2016-11-30-17.41.18.000000,Desativando usuarios que não logaram em 2016. Atualização do sistema.,MAXADOOG
BASE,MARIAIVONE,ACTIVE,2017-01-03-10.10.34.000000,,MAXADOOG
BASE,MARIAIVONE,BLOCKED,2017-03-06-09.18.41.000000,,MAXADMIN
BASE,MARIAIVONE,ACTIVE,2018-09-26-14.31.24.000000,,MAXADMIN
BASE,MARIAIVONE,INACTIVE,2019-01-25-09.45.36.000000,Inativando usuarios que não acessaram em 2018,MAXADOOG
BASE,MARIALOURDES,ACTIVE,2018-10-02-07.42.20.000000,,MAXADOOG
BASE,MARIALOURDES,INACTIVE,2019-02-11-18.06.16.000000,Ticket#071542 — ENC: Emissão de Rescisão Contratua,THIAGOFROES
BASE,MARIANAROCHA,ACTIVE,2023-09-05-14.08.58.000000,,ITEAM
BASE,MARIANAROCHA,BLOCKED,2024-04-24-09.39.39.000000,,MAXADMIN
BASE,MARIANAROCHA,ACTIVE,2024-04-24-09.45.01.000000,,MAXADMIN
BASE,MARIANAROCHA,INACTIVE,2024-06-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIANAROCHA,ACTIVE,2024-09-11-13.55.19.000000,Ticket#0372966 — Acesso ao IBM Maximo,ITEAM
BASE,MARIANAROCHA,INACTIVE,2024-11-01-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIANAROCHA,ACTIVE,2025-10-25-12.28.51.305000,Ticket#2025121029000331 — Acesso ao Máximo,ITEAM
BASE,MARIANAROCHA,BLOCKED,2026-03-24-16.36.59.912000,,MAXADMIN
BASE,MARIANAROCHA,ACTIVE,2026-03-24-16.46.21.718000,,MAXADMIN
BASE,MARIANAROCHA,INACTIVE,2026-03-25-09.00.05.668000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIANAROCHA,INACTIVE,2026-05-14-07.30.02.943000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIASILVA,ACTIVE,2019-12-16-10.55.35.000000,,THIAGOFROES
BASE,MARIASILVA,INACTIVE,2020-08-20-08.35.20.000000,Ticket#0166836 - Rescisão Contratual - 18/08/2020,JULINECAETANO
BASE,MARIATOSTES,ACTIVE,2023-01-10-12.31.11.000000,,ITEAM
BASE,MARIATOSTES,INACTIVE,2023-11-23-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIATOSTES,ACTIVE,2023-12-13-10.58.08.000000,Ticket#0330498,HELPDESK
BASE,MARIATOSTES,BLOCKED,2025-03-12-16.38.37.000000,,MAXADMIN
BASE,MARIATOSTES,ACTIVE,2025-03-12-16.45.56.000000,,MAXADMIN
BASE,MARIATOSTES,BLOCKED,2026-03-17-14.06.46.417000,,MAXADMIN
BASE,MARIATOSTES,ACTIVE,2026-03-17-14.16.23.073000,,MAXADMIN
BASE,MARIATOSTES,BLOCKED,2026-03-17-16.15.52.893000,,MAXADMIN
BASE,MARIATOSTES,ACTIVE,2026-03-17-16.16.23.154000,,MAXADMIN
BASE,MARINALISBOA,ACTIVE,2018-09-06-16.45.20.000000,,JULINECAETANO
BASE,MARINALISBOA,INACTIVE,2020-01-21-13.36.51.000000,Inativando usuarios PLSV,MAXADOOG
BASE,MARINAS,ACTIVE,2018-05-22-12.46.14.000000,,MAXADMIN
BASE,MARINAS,INACTIVE,2019-01-25-09.45.36.000000,Inativando usuarios que não acessaram em 2018,MAXADOOG
BASE,MARINASIMAO,ACTIVE,2022-08-01-18.16.15.000000,,ITEAM
BASE,MARINASIMAO,INACTIVE,2023-07-14-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2014-05-13-07.51.28.000000,,MAXADMIN
BASE,MARIONICOLI,BLOCKED,2016-12-13-14.04.32.000000,,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2017-05-05-16.15.59.000000,IR122951,MAXADOOG
BASE,MARIONICOLI,BLOCKED,2017-05-09-14.49.03.000000,,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2017-05-10-17.55.08.000000,,MAXADOOG
BASE,MARIONICOLI,BLOCKED,2017-06-16-08.44.29.000000,,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2017-07-18-17.01.28.000000,,MAXADOOG
BASE,MARIONICOLI,BLOCKED,2017-07-25-17.01.29.000000,,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2017-07-28-10.31.00.000000,,MAXADOOG
BASE,MARIONICOLI,BLOCKED,2017-10-16-15.50.13.000000,,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2018-05-21-12.08.09.000000,,MAXADOOG
BASE,MARIONICOLI,BLOCKED,2019-01-23-08.35.40.000000,,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2019-01-23-08.37.41.000000,,MAXADMIN
BASE,MARIONICOLI,BLOCKED,2019-02-14-11.11.54.000000,,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2019-02-14-11.21.07.000000,,MAXADMIN
BASE,MARIONICOLI,BLOCKED,2019-08-02-09.53.34.000000,,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2019-08-02-09.56.02.000000,,MAXADOOG
BASE,MARIONICOLI,INACTIVE,2021-07-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2021-07-21-19.03.39.000000,,MAXADOOG
BASE,MARIONICOLI,INACTIVE,2021-09-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2023-01-12-12.46.25.000000,,MAXADOOG
BASE,MARIONICOLI,INACTIVE,2023-01-13-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2023-01-17-08.44.34.000000,,MAXADOOG
BASE,MARIONICOLI,INACTIVE,2023-04-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIONICOLI,ACTIVE,2023-04-20-14.53.40.000000,Ticket#0289363,ITEAM
BASE,MARIONICOLI,INACTIVE,2023-07-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARIOVIEIRA,ACTIVE,2014-08-18-10.36.03.000000,,MAXADMIN
BASE,MARIOVIEIRA,BLOCKED,2016-07-19-11.10.36.000000,,MAXADMIN
BASE,MARIOVIEIRA,ACTIVE,2016-07-19-13.26.29.000000,,RAFAEL.BOECHAT
BASE,MARIOVIEIRA,INACTIVE,2017-09-05-18.11.08.000000,prestador desligado em 9/08/17,MAXADOOG
BASE,MARLONMELO,ACTIVE,2024-07-02-08.25.16.000000,,ITEAM
BASE,MARLONMELO,INACTIVE,2026-03-25-09.00.05.687000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MARLONROBIM,ACTIVE,2018-03-02-09.38.00.000000,,MAXADOOG
BASE,MARLONROBIM,INACTIVE,2020-11-06-14.27.33.000000,Ticket#0176268 - Rescisão 03/11/2020,VANIASANTOS
BASE,MATEUSLUIZ,ACTIVE,2023-02-14-10.25.26.000000,,ITEAM
BASE,MATEUSLUIZ,INACTIVE,2023-06-18-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MATEUSLUIZ,ACTIVE,2023-09-22-17.53.46.000000,0316985,HELPDESK
BASE,MATEUSLUIZ,BLOCKED,2025-07-23-15.36.22.000000,,MAXADMIN
BASE,MATEUSLUIZ,ACTIVE,2025-07-23-15.41.24.000000,,MAXADMIN
BASE,MATEUSLUIZ,INACTIVE,2026-03-25-09.00.05.706000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MATEUSLUIZ,INACTIVE,2026-05-23-07.30.02.484000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MATHEUSANTUNES,ACTIVE,2020-03-10-12.09.09.000000,,JULINECAETANO
BASE,MATHEUSANTUNES,INACTIVE,2021-01-11-14.58.37.000000,Ticket 0183207,ITEAM
BASE,MATHEUSNOGUEIRA,ACTIVE,2025-04-15-16.20.39.000000,,ITEAM
BASE,MATHEUSNOGUEIRA,BLOCKED,2025-05-06-11.28.53.000000,,MAXADMIN
BASE,MATHEUSNOGUEIRA,ACTIVE,2025-05-06-11.33.26.000000,,MAXADMIN
BASE,MATHEUSNOGUEIRA,BLOCKED,2025-05-07-08.26.11.000000,,MAXADMIN
BASE,MATHEUSNOGUEIRA,ACTIVE,2025-05-07-08.30.19.000000,,MAXADMIN
BASE,MATHEUSNOGUEIRA,BLOCKED,2025-05-07-08.37.56.000000,,MAXADMIN
BASE,MATHEUSNOGUEIRA,ACTIVE,2025-05-07-08.40.19.000000,,MAXADMIN
BASE,MATHEUSOLIVEIRA,ACTIVE,2024-09-27-14.17.34.000000,,ITEAM
BASE,MATHEUSOLIVEIRA,INACTIVE,2026-03-25-09.00.05.718000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MATHEUSPESSANHA,ACTIVE,2025-03-12-11.19.32.000000,,ITEAM
BASE,MATHEUSPESSANHA,INACTIVE,2025-05-02-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MATHEUSPONTE,ACTIVE,2024-05-16-12.41.03.000000,,ITEAM
BASE,MATHEUSPONTE,BLOCKED,2025-08-04-14.15.01.000000,,MAXADMIN
BASE,MATHEUSPONTE,ACTIVE,2025-08-04-14.18.25.000000,,MAXADMIN
BASE,MATHEUSPONTE,BLOCKED,2026-03-09-13.16.18.982000,,MAXADMIN
BASE,MATHEUSPONTE,ACTIVE,2026-03-09-13.18.52.468000,,MAXADMIN
BASE,MATHEUSPONTE,INACTIVE,2026-05-04-14.43.02.274000,Ticket#2026050429000168,ITEAM
BASE,MATHEUSPONTE,ACTIVE,2026-05-15-10.37.01.954000,Ticket#2026051529000352 — Problemas para acessar o IBM MAXIMO,ITEAM
BASE,MATHEUSPONTE,BLOCKED,2026-05-19-09.05.09.098000,,MAXADMIN
BASE,MATHEUSPONTE,ACTIVE,2026-05-19-09.09.37.625000,,HELPDESK
BASE,MATHEUSROCHA,ACTIVE,2018-08-16-08.40.19.000000,,MAXADOOG
BASE,MATHEUSROCHA,INACTIVE,2019-07-16-17.40.31.000000,Ticket#087844 — Término de contrato de estágio - MATHEUS SOARES ROCHA,THIAGOFROES
BASE,MATHEUSSANTIAGO,ACTIVE,2025-07-11-10.03.54.000000,,ITEAM
BASE,MATHEUSSANTIAGO,INACTIVE,2026-03-25-09.00.05.729000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MATHEUSSANTOS,ACTIVE,2016-07-21-14.11.40.000000,,JULINECAETANO
BASE,MATHEUSSANTOS,BLOCKED,2016-09-14-09.11.45.000000,,MAXADMIN
BASE,MATHEUSSANTOS,ACTIVE,2016-09-14-15.09.59.000000,,HELPDESK
BASE,MATHEUSSANTOS,BLOCKED,2016-10-26-18.39.17.000000,,MAXADMIN
BASE,MATHEUSSANTOS,ACTIVE,2016-10-28-10.37.06.000000,,HELPDESK
BASE,MATHEUSSANTOS,INACTIVE,2017-12-19-18.24.52.000000,Integrante desligado,MAXADOOG
BASE,MATHEUSSIQUEIRA,ACTIVE,2023-08-30-17.17.03.000000,,ITEAM
BASE,MATHEUSSIQUEIRA,INACTIVE,2024-05-26-06.01.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MATHEUSVINICIUS,ACTIVE,2022-05-27-14.01.44.000000,,ITEAM
BASE,MATHEUSVINICIUS,BLOCKED,2022-06-03-09.15.10.000000,,MAXADMIN
BASE,MATHEUSVINICIUS,ACTIVE,2022-06-03-09.16.40.000000,,MAXADMIN
BASE,MATHEUSVINICIUS,BLOCKED,2022-06-03-10.36.23.000000,,MAXADMIN
BASE,MATHEUSVINICIUS,ACTIVE,2022-06-03-10.38.35.000000,,MAXADMIN
BASE,MATHEUSVINICIUS,INACTIVE,2023-03-17-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MATTHEUSBELAN,ACTIVE,2018-01-10-09.15.52.000000,,MAXADOOG
BASE,MATTHEUSBELAN,INACTIVE,2021-10-05-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MATTHEUSBELAN,ACTIVE,2021-10-09-12.28.34.000000,,MAXADOOG
BASE,MATTHEUSBELAN,INACTIVE,2021-11-29-08.22.54.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MATTHEUSBELAN,ACTIVE,2022-09-12-07.58.58.000000,,MAXADOOG
BASE,MATTHEUSBELAN,INACTIVE,2023-01-15-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MATTHEUSBELAN,ACTIVE,2023-01-26-14.06.30.000000,,MAXADOOG
BASE,MATTHEUSBELAN,BLOCKED,2023-06-20-14.53.32.000000,,MAXADMIN
BASE,MATTHEUSBELAN,ACTIVE,2023-06-20-14.55.50.000000,,MAXADMIN
BASE,MATTHEUSBELAN,INACTIVE,2024-01-12-16.07.49.000000,,MAXADOOG
BASE,MAUROCUNHA,ACTIVE,2015-06-29-09.42.13.000000,,MAXADOOG
BASE,MAUROCUNHA,BLOCKED,2021-10-28-11.02.34.000000,,MAXADMIN
BASE,MAUROCUNHA,ACTIVE,2021-10-28-11.36.05.000000,0217494,HELPDESK
BASE,MAUROCUNHA,INACTIVE,2023-10-02-06.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MAUROCUNHA,ACTIVE,2025-05-20-14.29.04.000000,,MAXADOOG
BASE,MAUROCUNHA,INACTIVE,2026-03-25-09.00.05.741000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MAUROFONSECA,ACTIVE,2020-07-01-16.30.30.000000,,MAXADMIN
BASE,MAUROFONSECA,INACTIVE,2021-02-26-11.58.51.000000,Usuarios sem acessar o sistema ha mais de tres meses,MAXADOOG
BASE,MAUROGAIOTTE,ACTIVE,2024-05-15-10.58.12.000000,,ITEAM
BASE,MAUROGAIOTTE,INACTIVE,2024-07-05-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
BASE,MAXADMIN,BLOCKED,2016-06-09-13.34.30.000000,,MAXADMIN
BASE,MAXADMIN,ACTIVE,2016-06-09-13.49.17.000000,,MAYCONBELFORT
BASE,MAXADMIN,BLOCKED,2019-08-12-16.03.40.000000,,MAXADMIN
BASE,MAXADMIN,ACTIVE,2019-08-12-16.03.48.000000,,MAXADMIN
BASE,MAXADMIN,BLOCKED,2020-05-19-23.41.26.000000,,MAXADMIN
BASE,MAXADMIN,ACTIVE,2020-05-19-23.48.54.000000,,MAXADMIN
BASE,MAXADMIN,BLOCKED,2020-05-20-12.19.28.000000,,MAXADMIN
BASE,MAXADMIN,ACTIVE,2020-05-20-12.20.55.000000,,MAXADMIN
BASE,MAXADMIN,BLOCKED,2020-05-20-15.06.27.000000,,MAXADMIN
BASE,MAXADMIN,ACTIVE,2020-05-20-15.10.55.000000,,MAXADMIN
BASE,MAXADMIN,BLOCKED,2020-05-20-15.49.23.000000,,MAXADMIN
BASE,MAXADMIN,ACTIVE,2020-05-20-15.50.55.000000,,MAXADMIN
BASE,MAXADMIN,BLOCKED,2020-10-01-14.24.34.000000,,MAXADMIN
BASE,MAXADMIN,ACTIVE,2020-10-01-14.24.42.000000,,MAXADMIN
BASE,MAXADMIN,BLOCKED,2020-12-16-11.48.56.000000,,MAXADMIN
BASE,MAXADMIN,ACTIVE,2020-12-16-11.50.48.000000,,MAXADOOG
BASE,MAXADMIN,BLOCKED,2020-12-21-14.27.33.000000,,MAXADMIN
BASE,MAXADMIN,ACTIVE,2020-12-21-14.32.25.000000,,MAXADMIN
BASE,MAXADMIN,BLOCKED,2023-08-01-11.44.30.000000,,MAXADMIN
BASE,MAXADMIN,ACTIVE,2023-08-01-11.47.09.000000,Desbloqueio.,ITEAM
BASE,MAXADMIN,BLOCKED,2024-06-25-14.09.37.000000,,MAXADMIN
BASE,MAXADOOG,ACTIVE,2015-03-27-11.23.19.000000,,MAXADMIN
BASE,MAXADOOG,INACTIVE,2015-03-27-11.35.43.000000,,MAXADMIN
BASE,MAXADOOG,ACTIVE,2015-03-27-14.23.38.000000,,MAXADMIN
BASE,MAXADOOG,BLOCKED,2022-04-18-15.56.37.000000,,MAXADMIN
BASE,MAXADOOG,ACTIVE,2022-04-18-16.00.39.000000,,MAXADMIN
BASE,MAXADOOG,BLOCKED,2023-04-10-12.12.38.000000,,MAXADMIN
BASE,MAXADOOG,ACTIVE,2023-04-10-12.17.28.000000,,MAXADMIN
BASE,MAXADOOG,BLOCKED,2023-04-10-16.02.10.000000,,MAXADMIN
BASE,MAXADOOG,ACTIVE,2023-04-10-17.02.01.000000,,MAXADMIN
BASE,MAXADOOG,BLOCKED,2023-04-11-08.53.24.000000,,MAXADMIN
BASE,MAXADOOG,ACTIVE,2023-04-11-08.58.16.000000,,MAXADMIN
BASE,MAXADOOG,INACTIVE,2026-05-06-14.33.44.241000,,ITEAM
