ENVIRONMENT,NAME,PARENT,CHILD,WHERECLAUSE,CARDINALITY,DBJOINREQUIRED,REMARKS,MAXRELATIONSHIPID
ODN1,SPLITUSELINE,INVUSE,SPLITUSELINE,invusenum=:invusenum and siteid=:siteid,-,-,Relationship to the SplitInvUseLine. The resulting set will contain zero or more objects.,95884
ODN1,ITEM,SPLITUSELINE,ITEM,itemnum=:itemnum and itemsetid=:itemsetid,-,-,Relationship to the Item table,used to find the item records for a given splituseline record. The resulting set will contain one object.
ODN1,INVUSELINESPLIT,SPLITUSELINE,INVUSELINESPLIT,invuselineid=:invuselineid,-,-,Relationship to the InvUseLineSplit table,used to find the invuselinesplit records for a given invuseline. The resulting set will contain one object.
ODN1,INVENTORY,SPLITUSELINE,INVENTORY,itemnum=:itemnum and location=:fromstoreloc and itemsetid=:itemsetid and siteid=:siteid,-,-,Relationship to the Inventory table,used to find the inventory on hand for this InvUseLine. The resulting set will contain zero or one object.
ODN1,INVBALANCES,SPLITUSELINE,INVBALANCES,itemnum=:itemnum and location=:fromstoreloc and itemsetid=:itemsetid and siteid=:siteid and stagingbin=:NO,-,-,Relationship to the InvBalances table,used to find the balances on hand for this InvUseLine where bin num is specified. The resulting set will contain zero or one object.
ODN1,ROTASSET,SPLITUSELINE,ASSET,itemnum=:itemnum and location=:fromstoreloc and itemsetid=:itemsetid and siteid=:siteid and (conditioncode is null or conditioncode=:fromconditioncode),-,-,Relationship to the Asset table,used to find the asset for the splituseline. The resulting set will contain zero or one object.
ODN1,INVUSELINE,SPLITUSELINE,INVUSELINE,invuselineid=:invuselineid,-,-,Relationship to the Invuseline table,used to find the invuseline record for the splituseline. The resulting set will contain zero or one object.
ODN1,INVLOT,SPLITUSELINE,INVLOT,itemnum=:itemnum and location=:fromstoreloc and siteid=:siteid and itemsetid=:itemsetid,-,-,Relationship to the InvLot table,used to find the lot information for the invuseline.The resulting set will contain zero or one object.
ODN1,INVENTORY,INVUSELINESPLIT,INVENTORY,itemnum=:itemnum and location=:fromstoreloc and siteid=:siteid and itemsetid=:itemsetid,-,-,Relationship to the Inventory table,used to find the inventory information for the item number and storeroom. The resulting set will contain zero or one object.
ODN1,INVBALANCESNOSTGBIN,INVENTORY,INVBALANCES,itemnum=:itemnum and location=:location and siteid=:siteid and itemsetid=:itemsetid and stagingbin=:NO,-,-,Relationship to the InvBalances table,used to find the on hand balances for a given inventory record.
ODN1,ROTASSET,INVUSELINESPLIT,ASSET,assetnum=:rotassetnum and siteid=:siteid,-,-,Relationship to the Asset table,used to find the rotating asset which is issued/moved to a location. The resulting set will contain zero or one object.
ODN1,USERPREF,INVUSE,USERPREF,-,-,-,Relationship to the USERPREF table,used to find USERPREF records. The resulting set will contain zero or one object.
ODN1,INVRESERVE,ASSET,INVRESERVE,assetnum=:assetnum and siteid=:siteid,-,-,Relationship to the INVRESERVE table,used to find the ASSETS. The resulting set will contain zero or more objects.
ODN1,INVUSELINE,INVENTORY,INVUSELINE,itemnum=:itemnum and fromstoreloc=:location and siteid=:siteid and itemsetid=:itemsetid,-,-,Relationship to the InvUseLine table,used to find the inventory Usage Line record information for the item number and storeroom. The resulting set will contain zero or one object.
ODN1,INVRESERVE,PO,INVRESERVE,ponum=:ponum and siteid=:siteid and itemnum in (select itemnum from poline where ponum=:ponum and siteid=:siteid),-,-,Relationship to the InvReserve table,used to find PO records. The resulting set will contain zero or more objects.
ODN1,LINESPLIT,SPLITUSELINE,LINESPLIT,invusenum=:invusenum and siteid=:siteid,-,-,Relationship to the LineSplit table,used to find SplitUseLine records. The resulting set will contain zero or more objects.
ODN1,INVENTORY,LINESPLIT,INVENTORY,itemnum=:itemnum and location=:fromstoreloc and siteid=:siteid and itemsetid=:itemsetid,-,-,Relationship to the Inventory table. The resulting set will contain one object.,95900
ODN1,ITEM,LINESPLIT,ITEM,itemnum=:itemnum and itemsetid=:itemsetid,-,-,Relationship to the Inventory table. The resulting set will contain one object.,95901
ODN1,ROTASSET,LINESPLIT,ASSET,assetnum=:rotassetnum and siteid=:siteid,-,-,Relationship to the Asset table,used to find the rotating asset. The resulting set will contain zero or one object.
ODN1,INVUSELINESPLIT,INVUSE,INVUSELINESPLIT,invusenum=:invusenum and siteid=:siteid and autocreated=0,-,-,Relationship to the InvUseLineSplit table. The resulting set will contain one or more objects.,95903
ODN1,ROTASSET,MATRECTRANS,ASSET,assetnum=:rotassetnum and siteid=:fromsiteid,-,-,Relationship to the asset records,used to find the asset records for a given assetnum and a given site.
ODN1,NEWASSETSITE,INVUSELINE,ASSET,assetnum=:newassetnum and siteid=:tositeid,-,-,Relationship to the Asset table,used to find the rotating asset. The resulting set will contain zero or one object.
ODN1,NEWASSETSITE,INVUSELINESPLIT,ASSET,assetnum=:newassetnum and siteid=:tositeid,-,-,Relationship to the Asset table,used to find the rotating asset. The resulting set will contain zero or one object.
ODN1,TLOAMRECONRESULT,NETPRINTER,RECONASSETRESULT,nodeid=:nodeid and code not in ('C3','C4','C1','C2') and recontype in (select maxvalue from synonymdomain where domainid = 'RECONTYPE' and maxvalue = 'ASSET') and compset in (select maxvalue from synonymdomain where domainid = 'RECONTYPE' and maxvalue = 'DEPLOYED ASSET'),-
ODN1,TLOAMASSETLINK,RECONLINK,ASSET,assetid=:assetid and siteid=:siteid,-,-,Link between RECONLINK and ASSET,96275
ODN1,DATESELECTOR,RECONTASK,DATESELECTOR,pattern = :schedule,-,-,Date selector pattern for Cron Task,96276
ODN1,TLOAMSWVARIANT,TLOAMSOFTWARE,TLOAMSOFTWARE,targetsoftwareid=:tloamsoftwareid,-,-,Software variants,96277
ODN1,TLOAMPVRCHILDREN,TLOAMSOFTWARE,TLOAMSOFTWARE,parent=:tloamsoftwareid,-,-,Returns the Product/Version/Release children for this Software Product. (Zero or more),96278
ODN1,TLOAMSWCATALOG,TLOAMSOFTWARE,TLOAMSWCATALOG,tloamswcatalogid=:catalogsourceid,-,-,Relationship of software to catalog,96279
ODN1,TLOAMDPAMMANUVARIANT,TLOAMSOFTWARE,DPAMMANUVARIANT,manufacturervar=:manufacturer,-,-,relationship of tloamsoftware to manufacturer variant,96280
ODN1,TLOAMDPAMMANUFACTURER,DPAMMANUVARIANT,DPAMMANUFACTURER,manufacturername=:manufacturername,-,-,relationship of manufacturer variant to manufacturer,96281
ODN1,TLOAMASSETLINEAGE,TLOAMSOFTWARE,ASSET,exists (select 1 from reconlink where exists (select 1 from tloamdpaancestor where exists (select 1 from tloamvdpasoftware where (tloamvdpasoftware.tloamproductid = :tloamsoftwareid or exists (select 1 from tloamsoftware where tloamsoftware.targetsoftwareid = :tloamsoftwareid and tloamsoftware.tloamsoftwareid = tloamvdpasoftware.tloamsoftwareid)) and tloamdpaancestor.nodeid=tloamvdpasoftware.nodeid) and tloamdpaancestor.ancestor=reconlink.nodeid) and reconlink.assetnum=asset.assetnum and reconlink.siteid=asset.siteid),-,-,The asset linked to a software catalog entry where instances of that software have been found. If this is a partition,the query returns also all partition parents and the computer where the partition has been found
ODN1,TLOAMDUPLALTKEY,TLOAMSOFTWARE,TLOAMSOFTWARE,tloamsoftwareid!=:tloamsoftwareid and uniqueid=:uniqueid,-,-,Find another object with the same alternate key,96283
ODN1,TLOAMPVRCHILDVER,TLOAMSOFTWARE,TLOAMSOFTWARE,parent=:tloamsoftwareid and type in (select value from synonymdomain where domainid = 'TLOAMSWTYPE' and maxvalue = 'VERSION'),-,-,Returns the Version children for this Software Product. (Zero or more),96284
ODN1,TLOAMPVRCHILDREL,TLOAMSOFTWARE,TLOAMSOFTWARE,parent=:tloamsoftwareid and type in (select value from synonymdomain where domainid = 'TLOAMSWTYPE' and maxvalue = 'RELEASE'),-,-,Returns the Release children for this Software Product. (Zero or more),96285
ODN1,TLOAMPVRPARENT,TLOAMSOFTWARE,TLOAMSOFTWARE,tloamsoftwareid = :parent,-,-,Relationship from Software Catalog to Software Catalog to get Parent in Product-Version-Release relationship. Returns zero or one row.,96286
ODN1,DPASOFTWARE,TLOAMSOFTWARE,DPASOFTWARE,tloamsoftwareid=:tloamsoftwareid,-,-,Deployed software inventory (TAMIT) for a catalog entry,96287
ODN1,TLOAMSWRELPARENT,TLOAMSOFTWARE,TLOAMSWREL,parentsw=:tloamsoftwareid and isdeleted=:no,-,-,Product Parent Relationship (excludes deleted ones),96288
ODN1,TLOAMSWRELCHILD,TLOAMSOFTWARE,TLOAMSWREL,childsw=:tloamsoftwareid and isdeleted=:no,-,-,Product Children Relationship (excludes deleted ones),96289
ODN1,TLOAMSOFTWARE,TLOAMSWREL,TLOAMSOFTWARE,tloamsoftwareid=:childsw,-,-,Return the children Software Catalog Relationship entries.  (1 or more),96290
ODN1,TLOAMRELSWPARENT,TLOAMSWREL,TLOAMSOFTWARE,tloamsoftwareid=:parentsw,-,-,The parent in a SW Catalog relationship record,96291
ODN1,TLOAMSOFTWARE,TAMITSWPRTNUM,TLOAMSOFTWARE,ccid=:ccid,-,-,Relationship from Software Part Number to Software Catalog. Return zero or one row.,96292
ODN1,TAMITSWPRTNUM,TLOAMSOFTWARE,TAMITSWPRTNUM,ccid=:ccid,-,-,Relationship from Software Catalog to Software Part Number. Return zero or more rows.,96293
ODN1,PARENTDPAANCESTOR,COMPUTERSYSTEM,TLOAMDPAANCESTOR,nodeid = :nodeid,-,-,Relationship to the deployed asset ancestor,used to find all parent relationship record in hierarchy tree.
ODN1,ALLASSETS,PLUSDSPLAN,ASSET,siteid=:siteid,-,-,-,96312
ODN1,ALLLOCATIONS,PLUSDSPLAN,LOCATIONS,siteid=:siteid,-,-,-,96313
ODN1,ASSET,PLUSCSPOTCHECK,ASSET,assetnum = :assetnum,-,-,-,96314
ODN1,DOCLINKS,PLUSDSPLAN,DOCLINKS,ownertable='PLUSDSPLAN' and ownerid=:plusdsplanid,-,-,-,96315
ODN1,DRILLDOWN,PLUSCDSASSETLINK,DRILLDOWN,-,-,-,Relationship from the PLUSCDSASSETLINK to the non-persistent DrillDown table. (No where clause). Used on the Work Asset tab from Data Sheets,96316
ODN1,DRILLDOWN,PLUSCSPOTCHECK,DRILLDOWN,-,-,-,-,96317
ODN1,ITEM,PLUSCTPSPAREPART,ITEM,itemnum = :itemnum and itemsetid = :itemsetid,-,-,relationship to the item table (plusctpsparepart.itemnum = item.itemnum,96318
ODN1,ITEMORGINFOSTATUS,PLUSCTPSPAREPART,ITEMORGINFO,itemnum=:itemnum and itemsetid=:itemsetid and orgid=:orgid and status in (select value from synonymdomain where domainid = 'ITEMSTATUS' and maxvalue in ('ACTIVE','PLANNING','PENDOBS') ),-,-
ODN1,LOCATION,PLUSCJPDATASHEET,LOCATIONS,location = :location and siteid = :siteid,-,-,Relationship to the Location table,used to find the location associated with the jp datasheet. This resulting set will contain zero or one object.
ODN1,PLUSCASPOTCHECK,ASSET,PLUSCSPOTCHECK,siteid = :siteid and wonum in ( select wo.wonum from workorder wo,pluscspotcheck spotc where wo.wonum = spotc.wonum and spotc.siteid=:siteid and spotc.siteid = wo.siteid and spotc.assetnum = :assetnum ),-,-,Relationship to the PLUSCSPOTCHECK table through the WORKORDER table for the View Spot Check History dialog
ODN1,PLUSCASSET,WPTOOL,ASSET,assetnum = :plusassetnum,-,-,-,96322
ODN1,PLUSCASSET,LOCATIONS,ASSET,(location=:location or plusclploc=:location) and siteid = :siteid,-,-,Relationship to the Asset table,including assets related through the loop location field. (locations.location = asset.location). The resulting set will contain zero or more objects.
ODN1,PLUSCASSETSLINK,ASSET,PLUSCDSASSETLINK,assetnum=:assetnum and orgid=:orgid and siteid=:siteid and revisionnum in (select revisionnum from plusdsplan where dsplannum=pluscdsassetlink.dsplannum and status in (select value from synonymdomain where domainid = 'PLUSCDSSTATUS' and maxvalue = 'APPR') and ((orgid =:orgid and siteid=:siteid) or (orgid is null and siteid is null) or (orgid=:orgid and siteid is null))),-,-,Relationship to PLUSCDSASSETLINK,96324
ODN1,PLUSCASSETSLINK,PLUSCDSASSETLINK,PLUSDSPLAN,dsplannum =:dsplannum,-,-,Relationship to PLUSDSPLAN,96325
ODN1,PLUSCASSETSTATUS,ASSET,PLUSCASSETSTATUS,assetnum=:assetnum and orgid=:orgid and siteid=:siteid,-,-,relates to the status history table,96326
ODN1,PLUSGPRITEMCERT,PLUSGPERTYPE,PLUSGPRITEMCERT,pertypeid = :plusgpertypeid,-,-,Relationship to recover all the associations between a certificate and items.,96866
ODN1,PLUSGPOITEMCERT,POLINE,PLUSGPOITEMCERT,polineid = :polineid,-,-,Relationship between the po and its association of items and certificates.,96867
ODN1,PLUSGITEM,PLUSGPOITEMCERT,ITEM,itemid = :itemid and itemsetid = :itemsetid,-,-,Relationship po item certificates table and items.,96868
ODN1,PLUSGITEMCERT,PLUSGPOITEMCERT,PLUSGITEMCERT,itemid = :itemid and itemsetid = :itemsetid,-,-,Relationship to certificates associated with an item.,96869
ODN1,PLUSGPERTYPE,PLUSGPOITEMCERT,PLUSGPERTYPE,plusgpertypeid = :pertypeid,-,-,Relationship to retrieve information of a certificate.,96870
ODN1,PLUSGPOITEMCERT,PLUSGPERTYPE,PLUSGPOITEMCERT,pertypeid = :plusgpertypeid,-,-,Relationship to recover all the associations between a certificate and items.,96871
ODN1,PLUSGWPMATCERT,WPMATERIAL,PLUSGWPMATCERT,wpitemid = :wpitemid,-,-,Relationship between the wp material and its association of items and certificates.,96872
ODN1,PLUSGITEM,PLUSGWPMATCERT,ITEM,itemid = :itemid and itemsetid = :itemsetid,-,-,Relationship between wp material item certificates table and items.,96873
ODN1,PLUSGITEMCERT,PLUSGWPMATCERT,PLUSGITEMCERT,itemid = :itemid and itemsetid = :itemsetid,-,-,Relationship to certificates associated with an item.,96874
ODN1,PLUSGPERTYPE,PLUSGWPMATCERT,PLUSGPERTYPE,plusgpertypeid = :pertypeid,-,-,Relationship to retrieve information of a certificate.,96875
ODN1,PLUSGWPMATCERT,PLUSGPERTYPE,PLUSGWPMATCERT,pertypeid = :plusgpertypeid,-,-,Relationship to recover all the associations between a certificate and items.,96876
ODN1,PLUSGPOLICYCHSTATUS,PLUSGPOLICY,PLUSGPOLICYCHSTATUS,-,-,-,Relationship to the non-persistent PlusGPolicyChStatus mbo. The resulting set will contain zero or more objects,96877
ODN1,PLUSGPOLICYSTATUS,PLUSGPOLICY,PLUSGPOLICYSTATUS,plusgpolicyid = :plusgpolicyid,-,-,Relationship to the PlusGPolicyStatus mbo,used to find all policy's status.
ODN1,PLUSGSTATUSDESC,PLUSGPOLICY,SYNONYMDOMAIN,domainid='PLUSGPOLICYSTATUS' and value = :status,-,-,Relationship to SYNONYMDOMAIN,96879
ODN1,PLUSGPERSONS,PLUSGPOLICY,PERSONGROUPVIEW,1=1,-,-,Retrieves all persons on PERSONGROUPVIEW.,96880
ODN1,BOOKMARK,PLUSGPOLICY,BOOKMARK,app = 'PLUSGPOL' and keyvalue = :plusgpolicyid,-,-,Relationship to the bookmark records,used to find the bookmark records for a given policy.
ODN1,DOCLINKS,PLUSGPOLICY,DOCLINKS,ownertable = 'PLUSGPOLICY' and ownerid = :plusgpolicyid,-,-,Relationship to the Doclinks table.  Used to find out DocLinks for the Policy. The resultset will contain zero or more objects.,96882
ODN1,PLUSGREGULATION,PLUSGPOLICY,PLUSGREGULATION,plusgregulationid = :regulationid,-,-,Retrieves regulation's information,96883
ODN1,PLUSGRISKASSESS,PLUSGPOLICY,PLUSGRISKASSESS,plusgriskassessid = :riskassessid,-,-,Retrieves a risk assessment based on the selected policy.,96884
ODN1,PLUSGFAILURELIST,PLUSGPOLICY,FAILURELIST,failurelist = :failurelist,-,-,Retrieves a failure class based on the selected policy.,96885
ODN1,PLUSGPOLICY,PLUSGREGULATION,PLUSGPOLICY,regulationid = :plusgregulationid,-,-,Retrieves the policies associated with a regulation.,96886
ODN1,PLUSGPOLICY,PLUSGRISKASSESS,PLUSGPOLICY,riskassessid = :plusgriskassessid,-,-,Retrieves the policies associated with a risk assessment.,96887
ODN1,PLUSGPOLICY,FAILURELIST,PLUSGPOLICY,failurelist = :failurelist,-,-,Retrieves the policies associated with a failure code.,96888
ODN1,CLASSSTRUCTURE,PLUSGPOLICY,CLASSSTRUCTURE,classstructureid = :classstructureid,-,-,Retrieves classstructure's information,96889
ODN1,KPIMAIN,PLUSGPOLICY,KPIMAIN,kpimainid = :kpimainid,-,-,Relationship to the kpi records from policy application,96890
ODN1,PLUSGPOLICY,KPIMAIN,PLUSGPOLICY,kpimainid = :kpimainid,-,-,Retrieves all the policies associated with current kpi,96891
ODN1,JOBPLAN,PLUSGPOLICY,JOBPLAN,plusgpolicyid = :plusgpolicyid,-,-,Retrieves all the job plans that use the current policy.,96892
ODN1,PM,PLUSGPOLICY,PM,plusgpolicyid = :plusgpolicyid,-,-,Retrieves all the preventive maintenances that use the current policy.,96893
ODN1,MEASUREPOINT,PLUSGPOLICY,MEASUREPOINT,measurepointid = :measurepointid,-,-,Relationship between policies and measures,96894
ODN1,METER,PLUSGPOLICY,METER,metername = :metername,-,-,Relationship between policies and meters,96895
ODN1,PLUSGPOLICY,MEASUREPOINT,PLUSGPOLICY,measurepointid = :measurepointid,-,-,Retrieves all policies related to current measurement point,96896
ODN1,PLUSGPOLICY,METER,PLUSGPOLICY,metername = :metername,-,-,Retrieves all policies related to current meter,96897
ODN1,PLUSGCREATEDBY,PLUSGPOLICY,PERSON,personid = :createdby,-,-,Retrieves a person record based on created by field,96898
ODN1,PLUSGAPPROVEDBY,PLUSGPOLICY,PERSON,personid = :approvedby,-,-,Retrieves a person record based on approved by field,96899
ODN1,PLUSGPOLICY,PERSON,PLUSGPOLICY,createdby = :personid or approvedby = :personid,-,-,Retrieves policies associated with current person.,96900
ODN1,PLUSGPOLICYESTBY,PLUSGPOLICY,PLUSGPOLICYESTBY,policyid = :plusgpolicyid,-,-,Retrieves the Policies Establish By records associated with current policy,96901
ODN1,PERSON,PLUSGPOLICYESTBY,PERSON,personid = :personid,-,-,Relationship between policy established by and person,96902
ODN1,PLUSGPOLICYESTBY,PERSON,PLUSGPOLICYESTBY,personid = :personid,-,-,Retrieves all policy established by records that use current person.,96903
ODN1,WORKLOG,PLUSGPOLICY,WORKLOG,recordkey = :policynum and class = 'PLUSGPOLICY' and ((:orgid is null or :orgid = '') or (orgid = :orgid and ((:siteid is null or :siteid = '') or siteid = :siteid))),-,-,Relationship to the worklog records,used to find the worklog records for a given policy
ODN1,COMMLOG,PLUSGPOLICY,COMMLOG,ownerid = :plusgpolicyid and ownertable = 'PLUSGPOLICY',-,-,Relationship to the COMMLOG table used to get all communication log entries for a policy,96905
ODN1,ASSET,PLUSGPOLICY,ASSET,plusgpolicyid = :plusgpolicyid,-,-,Retrieves all the assets where the current policy is being used.,96906
ODN1,LOCATIONS,PLUSGPOLICY,LOCATIONS,plusgpolicyid = :plusgpolicyid,-,-,Retrieves all the locations where the current policy is being used.,96907
ODN1,PLUSGPOLICYSPEC,PLUSGPOLICY,PLUSGPOLICYSPEC,policyid = :plusgpolicyid,-,-,Retrieves the specification for the current operating policy.,96908
ODN1,ASSETATTRIBUTE,PLUSGPOLICYSPEC,ASSETATTRIBUTE,assetattrid = :assetattrid,-,-,Relationship to the assetattribute table,used to find the assetattribute record for a given operating policy (plusgpolicypec.assetattrid = assetattribute.assetattrid). The resulting set will contain one object.
ODN1,CLASSSPEC,PLUSGPOLICYSPEC,CLASSSPEC,classstructureid = :classstructureid,-,-,Relationship to the classspec table,used to find the classspec record for a given plusgpolicyspec. (plusgpolicyspec.classspecid = classspec.classspecid) The resulting set will contain one object.
ODN1,CLASSSPEC,PLUSGPOLICY,CLASSSPEC,classstructureid = :classstructureid,-,-,Relationship to the classspec table,used to find the classspec record for a given plusgpolicyspec. (plusgpolicyspec.classspecid = classspec.classspecid) The resulting set will contain one object.
ODN1,NEWASSETSITE,LINESPLIT,ASSET,assetnum=:newassetnum and siteid=:tositeid,-,-,Relationship to the Asset table,used to find the rotating asset. The resulting set will contain zero or one object.
ODN1,INVUSELINE,LINESPLIT,INVUSELINE,invuselineid=:invuselineid,-,-,Relationship to the Asset table,used to find the rotating asset. The resulting set will contain zero or one object.
ODN1,SHIPMENTLINE,INVUSELINESPLIT,SHIPMENTLINE,invuselinesplitid=:invuselinesplitid,-,-,Relationship to the ShipmentLine table,used to find the invuselinesplit records. The resulting set will contain zero or one object.
ODN1,SHIPMENT,INVUSE,SHIPMENT,invusenum=:invusenum and fromsiteid=:siteid,-,-,Relationship to the Shipment table,used to find the invuse record. The resulting set will contain zero or one object.
ODN1,MATRECSHIPTRANSFER,INVUSELINE,MATRECTRANS,invuselineid=:invuselineid and issuetype in (select value from synonymdomain where domainid='ISSUETYP' and maxvalue='SHIPTRANSFER'),-,-,Relationship to the InvUseline table,used to find the MatRecTrans record for the given invuselineid and SHIPTRANSFER issue type. The resulting set will contain zero or more objects.
ODN1,TOINVENTORY,INVRESERVE,INVENTORY,itemnum=:itemnum and location=:tostoreloc and siteid=:siteid and itemsetid=:itemsetid,-,-,Relationship to the Inventory table,used to find the reservation records. The resulting set will contain one or more objects.
ODN1,TOLOCATIONS,LOCATIONS,INVENTORY,location=:tostoreloc and siteid=:siteid,-,-,Relationship to the Location table,used to find the reservation records. The resulting set will contain one or more objects.
ODN1,TOLOCATIONS,INVRESERVE,LOCATIONS,location=:tostoreloc and siteid=:siteid,-,-,Relationship to the Locations table,used to find the location information in a given site to which the material is transferred. The resulting set will contain zero or one object.
ODN1,PARENTMATRECTRANS,SHIPMENT,MATRECTRANS,shipmentnum=:shipmentnum and fromsiteid=:fromsiteid and issuetype in (select value from synonymdomain where domainid='ISSUETYP' and maxvalue='SHIPRECEIPT'),-,-,Relationship to the Shipment table,used to find the MatRecTrans record for the given shipmentnum and SHIPTRANSFER issue type. The resulting set will contain zero or more objects.
ODN1,SHIPMENTLINE,MATRECTRANS,SHIPMENTLINE,shipmentnum=:shipmentnum and shipmentlinenum=:shipmentlinenum and siteid=:siteid,-,-,Relationship to the MatRecTrans table,used to find the ShipmentLine record for the given shipmentnum
ODN1,INVBALANCESLOT,SPLITUSELINE,INVBALANCES,itemnum=:itemnum and location=:fromstoreloc and lotnum=:fromlot and itemsetid=:itemsetid and siteid=:siteid,-,-,Relationship to the InvBalances table,used to find the balances on hand for inventory usage line with bin num and lot num are both specified. The resulting set will contain zero or one object.
ODN1,RETURNRECEIPTINPUT,SHIPMENT,RECEIPTINPUT,-,-,-,Relationship to the non-persistent ReceiptInput table,used to create shipment receipt return transactions for a given shipment. (No where clause). The resulting set will contain zero objects.  Note: This relationship is used only for the Shipment Receiving application
ODN1,VOIDRECEIPTINPUT,SHIPMENT,RECEIPTINPUT,-,-,-,Relationship to the non-persistent ReceiptInput table,used to create shipment receipt void transactions for a given shipment. (No where clause). The resulting set will contain zero objects.  Note: This relationship is used only for the Shipment Receiving application
ODN1,RECEIPTTYPEMATREC,SHIPMENT,MATRECTRANS,shipmentnum=:shipmentnum and siteid=:siteid and status is not null and issuetype in (select value from synonymdomain where domainid='ISSUETYP' and maxvalue in ('TRANSFER','SHIPRECEIPT')) and  not exists (select locations.location from locations where locations.location=matrectrans.fromstoreloc and locations.siteid=matrectrans.fromsiteid and  locations.type in (select value from synonymdomain where domainid='LOCTYPE' and maxvalue='HOLDING')),-,-,Relationship to the MatRecTrans table
ODN1,RETURNSHIPRECEIPTS,MATRECTRANS,MATRECTRANS,receiptref=:matrectransid and issuetype in (select value from synonymdomain where domainid='ISSUETYP' and maxvalue='SHIPRETURN'),-,-,Relationship to the non-persistent ReceiptInput table,used to create shipment receipt void transactions for a given shipment. (No where clause). The resulting set will contain zero objects.  Note: This relationship is used only for the Shipment Receiving application
ODN1,RETURNVOIDSHIPRECEIPTS,MATRECTRANS,MATRECTRANS,receiptref=:matrectransid and issuetype in (select value from synonymdomain where domainid='ISSUETYP' and maxvalue in ('SHIPRETURN','VOIDSHIPRECEIPT')),-,-,Relationship to the MatRecTrans table
ODN1,INVUSELINE,MATRECTRANS,INVUSELINE,invuselineid=:invuselineid,-,-,Relationship to InvUseLine table,used to find corresponding receipt.
ODN1,POLINE,INVUSELINE,POLINE,ponum=:ponum and polinenum=:polinenum and ( siteid=:siteid or siteid=:tositeid),-,-,Relationship to poline table,used to find poline records for the ponum
ODN1,MATRECSHIPRECEIPT,INVUSELINE,MATRECTRANS,invuselineid=:invuselineid and issuetype in (select value from synonymdomain where domainid='ISSUETYP' and maxvalue='SHIPRECEIPT'),-,-,Relationship to matrectrans table,used to find matrectrans records for the given invuselineid and SHIPRECEIPT issuetype. The resulting set will contain zero or one object.
ODN1,INVBALANCES,INVUSELINE,INVBALANCES,itemnum=:itemnum and location=:tostoreloc and binnum=:tobin and lotnum=:tolot and itemsetid=:itemsetid and siteid=:tositeid,-,-,Relationship to invbalances table,used to find invbalances records for the invuseline record. The resulting set will contain zero or one object.
ODN1,PLUSCASSETTRANSMOVED,LOCATIONS,ASSETTRANS,( fromloc = :location or toloc=:location or pluscfromlploc=:location or plusctolploc=:location ) and siteid = :siteid and transtype in (select value from synonymdomain where domainid='ASSETTRANSTYPE' AND MAXVALUE='MOVED'),-,-,Relationship to the ASSETTRANS table,used to find the ASSETTRANS for the LOCATION or Loop Locatoin
ODN1,PLUSCAVTLUSE,ASSET,WORKORDER,siteid = :siteid and wonum in (select refwo from tooltrans where rotassetnum = :assetnum and siteid = :siteid group by refwo having sum(toolqty) > 0),-,-,Relationship to the WORKORDER table used by the view tool usage dialog,96328
ODN1,PLUSCAWODS,ASSET,PLUSCWODS,siteid = :siteid and assetnum = :assetnum,-,-,Relationship to the PLUSCWODS table through its related assetnum used on View Calibration History dialog,96329
ODN1,PLUSCCOMPDESC,ASSET,COMPANIES,company = :pluscvendor and orgid = :orgid,-,-,Relationship to show description for pluscvendor,96330
ODN1,PLUSCDOCLINKS,WORKORDER,DOCLINKS,(ownertable='WORKORDER' and ownerid=:workorderid) or (ownertable='WORKORDER' and ownerid in (select workorderid from workorder where parent=:wonum and istask=1 and siteid=:siteid)) or (ownertable='ASSET' and ownerid in (select assetuid from asset where assetnum=:assetnum and siteid=:siteid)) or (ownertable='LOCATIONS' and ownerid in (select locationsid from locations where location=:location and siteid=:siteid)) or (ownertable='JOBPLAN' and ownerid in (select jobplanid from jobplan where jpnum=:jpnum and (siteid is null or siteid=:siteid) and pluscrevnum =:pluscjprevnum )) or (ownertable='PM' and ownerid in (select pmuid from pm where pmnum=:pmnum and siteid=:siteid)) or (ownertable='SAFETYPLAN' and ownerid in (select safetyplanuid from safetyplan,wosafetyplan where safetyplan.safetyplanid=wosafetyplan.safetyplanid and wosafetyplan.wonum=:wonum and wosafetyplan.siteid=:siteid)) or (ownertable in ('SR','INCIDENT','PROBLEM') and ownerid in (select ticketuid from ticket,relatedrecord where ticketid=recordkey and ticket.class = relatedrecord.class and relatedrecclass='WORKORDER' and relatedreckey=:wonum and relatedrecsiteid=:siteid)) or (ownertable in ('WOCHANGE'
ODN1,PLUSCDSALASSET,PLUSDSPLAN,ASSET,assetnum in (select assetnum from pluscdsassetlink where dsplannum = :dsplannum) and orgid=:orgid,-,-,-,96332
ODN1,PLUSCDSALITEM,PLUSDSPLAN,ITEM,itemnum in (select itemnum from pluscdsassetlink where dsplannum = :dsplannum) and orgid=:orgid,-,-,-,96333
ODN1,PLUSCDSALLOCATION,PLUSDSPLAN,LOCATIONS,location in (select location from pluscdsassetlink where dsplannum = :dsplannum) and orgid=:orgid,-,-,-,96334
ODN1,PLUSCDSALLPOINTSINSTR,PLUSCDSINSTR,PLUSCDSPOINT,dsplannum=:dsplannum and revisionnum=:revisionnum,-,-,-,96335
ODN1,PLUSCDSASSET,PLUSCWODS,ASSET,assetnum=:assetnum and orgid=:orgid and siteid=:siteid,-,-,-,96336
